image_id,gt_index,category_id,gt_bbox,matched_pred_num,duplicate_pred_num,status,matched_scores,matched_ious,matched_pred_bboxes
4,14,0,"[156.94931200000002, 217.00439999999998, 29.40531199999998, 92.841408]",1,0,normal,[0.8237],[0.8037],"[[158.17691040039062, 213.55108642578125, 32.115936279296875, 94.74215698242188]]"
4,15,0,"[279.856864, 125.48457, 35.02201600000001, 81.93833999999997]",1,0,normal,[0.8482],[0.9088],"[[282.112060546875, 125.15618896484375, 33.25390625, 83.28678894042969]]"
4,16,0,"[413.006624, 237.819384, 58.48019199999999, 77.97355199999998]",1,0,normal,[0.9395],[0.9366],"[[412.9091796875, 236.7649383544922, 56.706451416015625, 77.61103820800781]]"
4,17,0,"[420.936096, 30.660785999999998, 27.42291199999994, 63.33922799999998]",1,0,normal,[0.8697],[0.9541],"[[420.2132568359375, 31.200721740722656, 28.12835693359375, 63.5653076171875]]"
4,18,0,"[396.0, 25.704845999999996, 28.900864000000013, 60.295139999999996]",1,0,normal,[0.8114],[0.8664],"[[396.9356689453125, 26.008533477783203, 29.79229736328125, 57.22481155395508]]"
4,19,0,"[347.000032, 40.99998599999999, 45.0, 59.000004000000004]",1,0,normal,[0.8745],[0.5888],"[[327.12835693359375, 32.732337951660156, 64.27978515625, 65.63501739501953]]"
4,20,0,"[380.00003200000003, 25.999992, 27.0, 51.99998399999999]",1,0,normal,[0.8019],[0.9527],"[[380.1875305175781, 25.313892364501953, 26.15234375, 52.4846076965332]]"
4,21,0,"[326.11232, 23.061654000000004, 54.88767999999993, 55.176227999999995]",5,4,duplicate,"[0.8745, 0.5022, 0.4577, 0.3262, 0.3163]","[0.5111, 0.5369, 0.9062, 0.895, 0.8888]","[[327.12835693359375, 32.732337951660156, 64.27978515625, 65.63501739501953], [328.0567932128906, 22.033945083618164, 55.5535888671875, 33.172523498535156], [327.2872314453125, 22.00568199157715, 56.583984375, 56.64910888671875], [327.052978515625, 22.0174617767334, 57.1905517578125, 55.19099426269531], [326.7868347167969, 21.416141510009766, 57.24176025390625, 58.14589309692383]]"
4,22,0,"[323.0, 17.775324, 49.037440000000004, 40.224672]",2,1,duplicate,"[0.8284, 0.5022]","[0.9284, 0.6191]","[[321.0504150390625, 18.980661392211914, 50.76806640625, 38.954345703125], [328.0567932128906, 22.033945083618164, 55.5535888671875, 33.172523498535156]]"
5,0,0,"[266.0, 183.01888000000002, 98.52825599999994, 169.98111999999998]",1,0,normal,[0.8431],[0.8157],"[[272.17425537109375, 177.55494689941406, 82.984375, 176.5434112548828]]"
5,1,0,"[299.0, 73.58492000000001, 66.0, 127.41512]",1,0,normal,[0.8456],[0.7188],"[[311.16217041015625, 72.30500793457031, 51.255279541015625, 120.13740539550781]]"
5,2,0,"[543.999936, 406.00000000000006, 170.75468799999987, 124.52831999999995]",1,0,normal,[0.9348],[0.9059],"[[547.2173461914062, 403.0725402832031, 164.38214111328125, 132.62985229492188]]"
5,3,0,"[610.000064, 469.81136000000004, 163.96223999999995, 81.18864000000008]",1,0,normal,[0.9179],[0.9603],"[[608.2392578125, 469.3533935546875, 163.03955078125, 81.0123291015625]]"
5,4,0,"[579.622656, 76.41511999999999, 114.15091200000006, 91.50944000000003]",1,0,normal,[0.9034],[0.9305],"[[581.5435180664062, 72.18678283691406, 112.5172119140625, 94.99702453613281]]"
5,5,0,"[697.547136, 54.717000000000006, 80.18867199999988, 102.83016]",1,0,normal,[0.9146],[0.9078],"[[695.35400390625, 51.67955017089844, 82.72064208984375, 109.80876159667969]]"
5,6,0,"[877.735872, 67.92452000000002, 68.86796800000013, 126.41511999999999]",1,0,normal,[0.9155],[0.9197],"[[874.56298828125, 68.83387756347656, 72.9151611328125, 128.02468872070312]]"
5,7,0,"[935.283008, 275.47168, 102.83020799999997, 137.73584]",1,0,normal,[0.9338],[0.9607],"[[934.9080810546875, 274.00299072265625, 103.421630859375, 142.55731201171875]]"
5,8,0,"[848.490496, 217.92456, 139.6226559999999, 116.98112]",1,0,normal,[0.916],[0.9368],"[[851.58984375, 218.6465301513672, 140.6640625, 117.16590881347656]]"
5,9,0,"[844.716992, 336.7924, 129.2453119999999, 136.79247999999995]",1,0,normal,[0.9306],[0.9754],"[[842.8591918945312, 336.84326171875, 130.62530517578125, 137.65200805664062]]"
5,10,0,"[896.9999359999999, 152.0, 147.00006400000007, 113.0]",2,1,duplicate,"[0.869, 0.8454]","[0.5599, 0.8331]","[[893.1124877929688, 184.0565185546875, 148.78643798828125, 107.98202514648438], [911.2138671875, 152.12559509277344, 130.7110595703125, 121.27198791503906]]"
5,11,0,"[893.0000640000001, 182.07551999999998, 148.99993599999993, 117.92448000000002]",2,1,duplicate,"[0.869, 0.8454]","[0.9144, 0.5556]","[[893.1124877929688, 184.0565185546875, 148.78643798828125, 107.98202514648438], [911.2138671875, 152.12559509277344, 130.7110595703125, 121.27198791503906]]"
5,12,0,"[644.716928, 234.90568000000002, 105.66041599999994, 153.7736]",1,0,normal,[0.8864],[0.913],"[[645.7943725585938, 232.63973999023438, 102.1234130859375, 163.09405517578125]]"
5,13,0,"[481.509504, 233.01887999999997, 103.49056000000007, 137.73584000000005]",1,0,normal,[0.8698],[0.8934],"[[480.29638671875, 233.93072509765625, 112.07177734375, 132.89291381835938]]"
5,14,0,"[582.0, 222.64156000000003, 172.99993599999993, 48.358479999999986]",1,0,normal,[0.8478],[0.7993],"[[589.4229736328125, 220.08070373535156, 163.563232421875, 57.71180725097656]]"
5,15,0,"[592.000064, 177.0, 174.0, 54.0]",1,0,normal,[0.894],[0.9824],"[[591.6317138671875, 177.22105407714844, 175.398681640625, 53.46952819824219]]"
5,16,0,"[578.0, 131.99999999999997, 175.00006400000007, 68.00000000000003]",1,0,normal,[0.9007],[0.8849],"[[579.3676147460938, 132.0941162109375, 181.9886474609375, 63.34521484375]]"
5,17,0,"[619.245312, 536.7924399999999, 106.60377600000004, 185.84904000000006]",1,0,normal,[0.9347],[0.902],"[[615.0534057617188, 542.210693359375, 109.35284423828125, 176.263916015625]]"
5,18,0,"[944.716928, 576.41508, 166.03775999999993, 122.64152000000001]",1,0,normal,[0.9418],[0.9899],"[[945.2188110351562, 576.6580810546875, 166.06536865234375, 122.64306640625]]"
5,19,0,"[523.962304, 652.8302, 205.03769599999998, 115.16984000000014]",4,3,duplicate,"[0.6441, 0.3814, 0.3552, 0.3199]","[0.548, 0.756, 0.9204, 0.9246]","[[531.0464477539062, 652.26611328125, 113.69232177734375, 114.70306396484375], [529.953369140625, 652.3997802734375, 156.87353515625, 114.55419921875], [530.4403686523438, 652.4835815429688, 192.26995849609375, 113.70672607421875], [529.8456420898438, 652.552978515625, 192.83697509765625, 113.76123046875]]"
